subject	body	cluster_id
Trader Presentations - 2/7 @ 2:30 p.m. (CST) in Conf RM 06980	There will be two presentations tomorrow from UBS commencing at 2:30 p.m. (CST). These will be held in ECS 06980 and the conference dial-in numbers are listed below. 2:30 p.m. Bill Glass & Bill Bradford - Credit 3:00 p.m. Alex Fusco - New Business Guidelines Dial-in # 800.486.2726 Host code 353763 (Louise) Participant 547763	1
Access Card Information	Dear Colleagues, We know you have many questions about your new benefits plan, payroll issues and other changes that will occur over the next few weeks. Human Resources and Communications are preparing a thorough Q&A, which we will send to you tomorrow and will regularly update as more information is available. Meanwhile, please read the announcement below from Security about how you can obtain a new UBS Warburg access card that will allow you to enter our new office space after Friday. I am confident that you share my enthusiasm about our new opportunity. We look forward to working along side each of you in the coming days. David Oxley Head, Human Resources ____________________________________________________________________ Access Cards There will be a two-day transition for the new UBS Warburg access cards. Beginning Monday, February 11, access to the 5th and 6th floors of Enron Center South will require these new cards. UBS Warburg access cards can be picked up from 7 a.m. to 7 p.m. at the reception area on the 5th floor of Enron Center South on Thursday, February 7th ; Friday, February 8th ; and Monday, February 11. Enron Security will produce new access cards with existing photographs, then simultaneously issue the new and collect the old cards. Employees without UBS Warburg cards will be allowed into the Enron Center South building on Monday but will have to collect their new cards as soon as possible to gain access to the 5th and 6th floors. Employees who fail to collect their new cards by 7 p.m. Monday will be required to contact Enron Security's general information number at 713-853-5360 to arrange to pick them up. There will be security staff available at the pick up point on ECS 5 to help with any problems you might have. It is suggested employees wear their access cards at all times while on the premise. Accessible Areas - The new cards will allow UBS-W employees to enter: 5th & 6th floors and Plaza area of Enron Center South , The Sky Ring Body Shop, Enron Center North Plaza and therefore access the Credit Union and Cafeteria from either building. Restricted Areas - Employees must submit to Enron Security a Restricted Access Request form (available by calling 713 8535360 ) and signed by Bob McAuliffe (713-853-7468) to enter: Enron Center South, 8th and 9th floors Enron Center North, 22nd and 34th floor Ardmore Data Center. Employees staying with the Enron estate while visa and other issues are completed - Employees in this group who are on assignment arrangements to UBS-W will be issued a regular access card - available in the same way as other new UBS-W employees. Estate employees who are working with UBS-W on transition issues - If they will be based in UBS-W office space they should talk to their UBS-W counterpart for approval and then UBSW HR for the issue of a UBS-W contractor card (in addition to their regular Enron badge).	1
REMINDER: UBSW Orientation - Thursday. For those that did not attend the Houstonian Sessions	Date: Thursday, February 7th , 2002 Location: ECS 06980 Orientation will be split into two sessions and divided by alpha-order. Sessions will run 10am-12 pm and 2pm- 4 pm. We encourage all of you to attend your designated session as valuable information will be presented, and you will have the opportunity to get answers to your questions. You can speed things up tomorrow by filing in the attached forms - alternatively you can complete them there 10am Session Letters A- K 2pm Session Letters L-Z	1
YOU HAVE 48 HOURS - Message from Louise Kitchen	It appears that the following email may not have been clear. You have to copy all documents yourself. This is my cheat sheet if it helps: H Drives: 1. Each person will have to move any data over personally from the old H drive (which is now Z:) drive to their new H drive. 2. The Z: drive (old H:) will be removed from UBS employees on Thursday night. O Drives: 1. For the old O or M drives go to O:\ESTATE\ O (or M ? pending location of data) and copy to the new common O. The Estate O and M will be removed from UBS employees on Thursday night. Do not delete anything and only copy information which is complies with the policy. Please make sure that those people who are not in the office are contacted and comply. Louise To: All Enron Employees Transferring to UBS Warburg Energy (or its affiliates) Under the terms of the various agreements among certain Enron entities and UBS AG, certain Enron data and documents may be provided to UBS. To ensure compliance with those agreements, Enron's document retention policy, as well as directives of various investigative agencies, the attached protocol regarding the process for migration of any information or data to UBS has been developed. Please review the protocol carefully. Then, complete the attached Certification and return it, with attachments, to Linda Guinn at EB 3829a no later than February 11, 2002. Questions about this matter may be directed to Michelle Cash at (713) 853-6401 or Francisco Pinto-Leite at (713) 345-7942 . Protocol Document and Data Copy Instructions Certification Document	2
Online Trading Simulation Feb 7th	Preparations are continuing for our simulation on Thursday, Feb. 7 from 9-11 am. During the simulation, you will be able to use your normal, "live" Stack Manager User ID and password, which will be emailed to you separately. The attached word document below provides a basic review on Accessing the Stack Manager. You should manage the same products as you normally would, even if those products are not expected to be going live on our initial launch day. If you have products that need to be created, please contact Kevin Meredith (3-9555) or Chris Walker (3-7533) with UBSWenergy.com immediately. Trading Goals - for all traders participating in the simulation. Log into the stack manager on Wednesday afternoon and ensure that your products are ready to be activated on Thursday morning. We will send you a reminder on Wednesday to advise you of the time when the application will be available. Start and end with a flat position Make markets in your respective products Maintain tight spreads in the products you manage NON-UBS PERSONNEL WILL NOT BE ABLE TO SEE OR TRANSACT ON PRODUCTS DURING THE SIMULATION. Internal Originators will be playing the roles of customers and will be hitting your stacks throughout the simulation. You will also be able to trade book to book via the website with your website User ID and password which will also be emailed separately. Market "News" events may be emailed to you at certain points throughout the simulation (e.g. "storm in the gulf"). Immediately after the simulation, the website will be inactivated, so that the operations group can test the mid/back-office systems, while the IT groups clean-up the transaction data from the simulation. The system will be made available again for live, internal trading (book to book) between traders on Friday, February 8, 2002. FRIDAY'S TRADES ARE FOR REAL. If you can't log into any application on the day or are having trouble with your systems, please contact the UBSWenergy.com Help Desk immediately at 713.584.4444 Regards, UBSWenergy.com	1
Quick Tips for the UBSWE migration	As of start of business, Wednesday, February 6th, you will have been migrated to the UBSW Energy environment. Here are a couple of quick tips and reminders to get you going: ? You will log in with your Enron NT ID, this will not change ? You will be asked to change your password, follow the standard Enron rules ? Your desktop will look the same ? Email will not be affected until Day 1, on which you will have your new UBSWE email address ? All compliant data and email should be copied to the UBSWE environment no later than Midnight (CST), Thursday, February 7, 2002 (see Data Migration Protocol email for compliancy direction) ? No data or emails are to be deleted from the system If you have any questions or concerns, please contact the Resolution Center at x 3-1411	1
Tomorrow's Move	Please make sure that your things are packed and ready to be moved before you leave today. The move should start first thing tomorrow morning! Please let me know if you need any help packing and I will be more than happy to help you. Thank you,	0
Expense Reports	In anticipation of the imminent closing of the UBSW Energy transaction, please have all outstanding employee expenses in your possession filed through Enron's XMS system as soon as possible. Note to approvers - please approve these expense reports quickly. Enron will process and pay all pre-closing expenses. After transaction closing, payments for expenses submitted before closing (and put into Enron's XMS system) will be sent to your last known address or direct deposited into your account. Enron has committed to processing and paying any expenses incurred prior to transaction closing. If not completed this week, pre-closing expenses should be submitted on a hard copy expense report form which will be available at www.enron.com. There will be a series of e-mails coming out over the next few days highlighting the Travel & Entertainment policies of UBSW Energy and the procedures for processing and payment. If you have any questions, please contact Hope Vargas (3-5280) or Georganne Hodges (3-0430).	2
Fundamental Presentation	The Fundamentals group is giving a presentation Thursday, Feb 7th from 2-4 in room ECS06990. The topic will be the Gas Market.	1
Information, Please Read: UBSW Energy Migration	Attention UBS Warburg Energy Users: Please be aware that IT will begin migrations to UBSW Energy this evening. Please log off of your machines tonight. When you arrive in the morning, you will login with your Enron ID and password. You will be required to change your password immediately. You will also have an email in your Inbox tomorrow morning explaining your "next steps". If you have any questions, please call 3-1411.	2
